LON,LAT,EDO,CLAVE,ESTACION,feb-22
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",1.0
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",0.0
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",5.0
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",1.2
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",3.7
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",11.9
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",15.0
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",12.9
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",1.5
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",9.0
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",49.0
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",0.0
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx",0.7
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",2.7
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",0.0
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÈx.",1.6
-100.022778,19.904444,MEX,TM2MX,"Temascalcingo, MÈx.*",0.0
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",9.8
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",3.7
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",12.9
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",2.8
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",0.0
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",3.5
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, MÈx.",0.0
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",0.0
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",0.0
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, MÈx.",0.0
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",1.3
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",0.0
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",0.0
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",1.8
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",0.0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",1.0
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",4.0
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",0.8
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",0.0
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0.0
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",1.2
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",0.0
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",0.0
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",18.9
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",0.0
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0.0
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",0.0
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",0.0
-100.406389,19.838056,MICH,LDFMC,"Laguna del Fresno, Mich.",0.0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0.0
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",4.2
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",0.0
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",0.0
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",0.0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",1.1
-101.461389,20.323333,MICH,MKZMC,"Markazuza, Mich. SGT*",0.2
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo L.C., Mich.",0.0
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",4.2
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",13.8
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",9.9
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",6.3
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",2.5
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",4.5
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",0.5
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",10.0
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",0.0
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",13.1
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",0.2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",0.0
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",0.0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",0.0
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",0.0
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",0.4
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",1.4
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",1.2
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",0.0
-102.079167,19.42,MICH,URUAPAN,"Uruapan, Mich. SMN*",0.0
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",0.0
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",8.2
-102.242222,20.339444,MICH,YURMC,"YurÈcuaro, Mich.",13.5
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",2.4
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",1.4
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",3.0
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",0.0
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",14.6
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",12.5
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",0.0
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",0.0
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",0.0
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",0.0
-98.891389,18.931111,MOR,ATBMR,"Atlatlahuacan Bachillerato, Mor.",5.2
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",8.5
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",1.5
-98.714444,18.583056,MOR,CAYMR,"Cayehuacan, Mor.",0.0
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.0
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",0.0
-99.324722,18.862778,MOR,CUNMR,"Cuentepec, Mor.",0.0
-98.954444,18.817778,MOR,CUSMR,"Cuautla SMN, Mor.",2.3
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",0.0
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",0.0
-99.273611,18.503889,MOR,EZPMR,"Emiliano Zapata, Mor.",0.0
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",0.0
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",0.0
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",3.5
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",2.0
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",0.0
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",10.5
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0.0
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0.0
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",0.0
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",0.0
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0.0
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",0.0
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",4.0
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",2.1
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",0.0
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",4.0
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",0.0
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0.0
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",0.0
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",0.0
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",0.0
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",0.0
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0.0
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",0.0
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",0.0
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",1.4
-99.103889,18.794167,MOR,TICMR,"Ticum·n, Mor.",0.0
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",0.0
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",0.5
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",7.5
-98.9,18.9,MOR,TLYMR,"Tlayacapan, Mor.",9.5
-99.241667,19.054167,MOR,TMAMR,"Tres MarÌas, Mor.",6.0
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0.0
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",0.0
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",2.6
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0.0
-99.072778,18.971389,MOR,TPZMR,"Tepoztl·n, Mor.",0.0
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",0.0
-99.248611,19.050556,MOR,TRESMARIAS,"Tres MarÌas, Mor. SMN*",4.0
-99.383611,18.73,MOR,VIAMR,"Vista Alegre, Mor.",0.0
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",0.0
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",0.0
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",0.0
-98.866111,18.881944,MOR,YECMR,"Yecapixtla, Mor.",0.0
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",0.0
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",0.0
-105.383333,22.466389,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",0.3
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",0.0
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",0.0
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",0.0
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",0.0
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",0.0
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",0.2
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",0.1
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",0.0
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",0.1
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",0.0
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",0.0
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",24.8
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",24.8
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",0.0
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",16.7
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",5.0
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",17.9
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",14.8
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",18.8
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",0.8
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",17.8
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",11.5
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",5.7
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",22.0
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",1.6
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",16.5
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",1.0
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",24.4
-99.975556,25.765,NL,LAARENA,"La Arena, N.L. SGT*",5.3
-100.128056,25.428056,NL,LBCNL,"Rodrigo GÛmez, N.L.",10.8
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",15.8
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",12.4
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",6.7
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",27.8
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",6.0
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",22.0
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",7.8
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",0.0
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",5.0
-100.308333,25.7325,NL,TOPOCHICO,"Topo Chico Monterrey, N.L. SGT*",2.5
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",15.0
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",2.6
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",0.5
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",13.0
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",0.0
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",4.0
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",32.8
-97.616667,17.57,OAX,CHDOX,"Chilapa de DÌaz, Oax.",0.0
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",22.3
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotl·n, Oax.",5.1
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",16.0
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",28.4
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",18.3
-95.374444,16.434722,OAX,EMAOX,"El MarquÈs, Oax.",0.5
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",5.4
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",6.2
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",2.7
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",0.0
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",2.6
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",44.9
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",42.5
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",0.0
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",1.5
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",3.0
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",4.5
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",2.5
-97.533056,17.233056,OAX,MAPOX,"Magdalena PeÒasco, Oax.",0.0
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",16.9
-96.579722,16.344167,OAX,MIAHUATLAN,"Miahuatl·n, Oax. SMN*",1.2
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",0.0
-97.249167,17.436667,OAX,NOCHISTLAN,"Nochistl·n, Oax. SMN*",1.4
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",3.4
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",2.9
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",0.0
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",3.4
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",0.6
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",0.0
-95.481389,16.585278,OAX,RHOOX,"RÌo Hondo, Oax.",3.0
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",50.1
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",0.0
-97.839444,17.156667,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",18.2
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",20.0
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",0.0
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",2.8
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",85.5
-97.626667,18.1,OAX,SJNOX,"San Juan Nochixtl·n, Oax.",0.0
-98.1425,17.501389,OAX,SLAOX,"Silacayo·pam, Oax.",3.6
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",2.6
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",2.4
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",26.3
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",3.9
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",22.5
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",9.8
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",7.0
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",0.0
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",0.0
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",8.7
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",17.7
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",117.4
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",2.0
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",46.3
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",3.6
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",93.7
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",0.0
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",0.0
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",1.1
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",7.8
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",14.3
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",0.0
-98.135833,18.9425,PUE,AFRPB,"¡fricam, Pue.",8.0
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",0.0
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",17.5
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",50.9
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",4.8
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",20.0
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",74.2
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",4.5
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",3.5
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",6.0
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",0.0
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",7.0
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",0.0
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",7.0
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",18.7
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",0.0
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",4.1
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",210.0
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",6.0
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",4.0
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",1.0
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",65.1
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",8.8
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",0.0
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",8.5
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",36.2
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",32.9
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",21.5
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",16.0
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatl·n de Valle, Pue. SGT*",53.2
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",19.0
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",0.0
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",26.5
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",19.6
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",0.0
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",1.6
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",21.6
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",85.3
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",1.9
-97.208333,20.131389,PUE,SJAPB,"San JosÈ Acateno, Pue.",44.7
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",0.0
-98.4175,19.284167,PUE,SMTPB,"San MartÌn Texmelucan, Pue.",4.0
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",50.5
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",4.0
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",67.9
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",88.5
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",0.6
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",3.0
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",0.0
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",23.8
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",18.0
-97.390556,19.887778,PUE,TEZIUTLAN,"Teziutl·n, Pue. SMN*",23.8
-97.359722,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",40.0
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",50.3
-98.040556,20.374167,PUE,TLXPB,"Tlaxco, Pue.",21.5
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",14.5
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",73.1
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",57.8
-97.720833,18.865556,PUE,UTTPB,"Universidad TecnolÛgica Tecamachalco, Pue. SMN*",0.0
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",31.7
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",70.9
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",40.2
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",18.0
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",22.0
-100.412222,20.504167,QRO,BATQT,"El Bat·n, Qro.",0.0
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",0.0
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",0.0
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",1.6
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",15.3
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",2.5
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",125.6
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",66.2
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",164.2
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",75.8
-86.775833,21.074444,QROO,CNCQR,"Canc˙n Radar, Q. Roo. SMN*",122.3
-86.906944,20.476944,QROO,CO2QR,"Cozumel, Q. Roo. SMN*",72.6
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",71.9
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",36.6
-88.703611,19.752222,QROO,JMORELOS,"JosÈ MarÌa Morelos, Q. Roo. SMN*",30.4
-87.486111,21.101944,QROO,KANTUNILKIN,"KantunilkÌn, Q. Roo. SMN*",59.2
-88.880278,17.896944,QROO,LAUNION,"La UniÛn, Q. Roo. SMN*",33.2
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",132.8
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Ju·rez, Q. Roo. SEMAR*",131.5
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",2.0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidromÈtrica, Sin.",1.5
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",1.5
-108.7,25.7,SIN,ARCSI,"Adolfo RuÌz CortÌnes, Sin.",1.0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0.6
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0.5
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0.0
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",0.4
